"STATISTIC","STATISTIC Label","TLIST(M1)","Month","C02431V02938","Meteorological Weather Station","UNIT","VALUE"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","006","Clones","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","008","Dublin airport","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","010","Kilkenny","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","011","Malin head","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","012","Mullingar","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","013","Roches Point","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","014","Rosslare","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195906","1959M06","015","Shannon airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","001","Belmullet","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","002","Birr","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","003","Valentia Observatory","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","005","Claremorris","Knots","37"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","006","Clones","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","008","Dublin airport","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","010","Kilkenny","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","011","Malin head","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","012","Mullingar","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","013","Roches Point","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","014","Rosslare","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195907","1959M07","015","Shannon airport","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","001","Belmullet","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","002","Birr","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","003","Valentia Observatory","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","005","Claremorris","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","006","Clones","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","008","Dublin airport","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","010","Kilkenny","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","011","Malin head","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","012","Mullingar","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","013","Roches Point","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","014","Rosslare","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195908","1959M08","015","Shannon airport","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","001","Belmullet","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","002","Birr","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","003","Valentia Observatory","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","005","Claremorris","Knots","35"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","006","Clones","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","008","Dublin airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","010","Kilkenny","Knots","34"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","011","Malin head","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","012","Mullingar","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","013","Roches Point","Knots","38"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","014","Rosslare","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195909","1959M09","015","Shannon airport","Knots","36"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","001","Belmullet","Knots","70"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","002","Birr","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","003","Valentia Observatory","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","005","Claremorris","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","006","Clones","Knots","84"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","008","Dublin airport","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","010","Kilkenny","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","011","Malin head","Knots","81"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","012","Mullingar","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","013","Roches Point","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","014","Rosslare","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195910","1959M10","015","Shannon airport","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","001","Belmullet","Knots","68"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","002","Birr","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","003","Valentia Observatory","Knots","85"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","005","Claremorris","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","006","Clones","Knots","71"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","008","Dublin airport","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","010","Kilkenny","Knots","76"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","011","Malin head","Knots","67"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","012","Mullingar","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","013","Roches Point","Knots","84"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","014","Rosslare","Knots","74"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195911","1959M11","015","Shannon airport","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","001","Belmullet","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","002","Birr","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","003","Valentia Observatory","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","005","Claremorris","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","006","Clones","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","008","Dublin airport","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","010","Kilkenny","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","011","Malin head","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","012","Mullingar","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","013","Roches Point","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","014","Rosslare","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","195912","1959M12","015","Shannon airport","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","001","Belmullet","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","002","Birr","Knots","61"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","003","Valentia Observatory","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","005","Claremorris","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","008","Dublin airport","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","010","Kilkenny","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","011","Malin head","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","012","Mullingar","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","013","Roches Point","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","014","Rosslare","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196001","1960M01","015","Shannon airport","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","001","Belmullet","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","002","Birr","Knots","51"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","003","Valentia Observatory","Knots","55"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","005","Claremorris","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","006","Clones","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","008","Dublin airport","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","010","Kilkenny","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","011","Malin head","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","012","Mullingar","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","013","Roches Point","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","014","Rosslare","Knots","64"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196002","1960M02","015","Shannon airport","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","001","Belmullet","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","002","Birr","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","003","Valentia Observatory","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","005","Claremorris","Knots","45"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","006","Clones","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","008","Dublin airport","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","010","Kilkenny","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","011","Malin head","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","012","Mullingar","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","013","Roches Point","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","014","Rosslare","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196003","1960M03","015","Shannon airport","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","001","Belmullet","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","002","Birr","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","003","Valentia Observatory","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","005","Claremorris","Knots","66"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","006","Clones","Knots","63"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","008","Dublin airport","Knots","59"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","010","Kilkenny","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","011","Malin head","Knots","72"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","012","Mullingar","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","013","Roches Point","Knots","57"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","014","Rosslare","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196004","1960M04","015","Shannon airport","Knots","65"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","001","Belmullet","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","002","Birr","Knots","41"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","003","Valentia Observatory","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","005","Claremorris","Knots","48"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","006","Clones","Knots","44"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","008","Dublin airport","Knots","42"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","010","Kilkenny","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","011","Malin head","Knots","46"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","012","Mullingar","Knots","43"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","013","Roches Point","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","014","Rosslare","Knots","40"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196005","1960M05","015","Shannon airport","Knots","39"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","001","Belmullet","Knots","69"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","002","Birr","Knots","49"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","003","Valentia Observatory","Knots","53"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","004","Casement","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","005","Claremorris","Knots","58"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","006","Clones","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","007","Cork airport","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","008","Dublin airport","Knots","56"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","009","Galway","Knots",""
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","010","Kilkenny","Knots","47"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","011","Malin head","Knots","62"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","012","Mullingar","Knots","54"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","013","Roches Point","Knots","52"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","014","Rosslare","Knots","50"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196006","1960M06","015","Shannon airport","Knots","60"
"MTM04","Wind, Maximum Gale Gust (>33.5 Knots)","196007","1960M07","001","Belmullet","Knots","43"
